"","Accumbens.Area","Amygdala","Caudate","Cerebellum.Exterior","Cerebellum.White.Matter","Cerebral.White.Matter","Hippocampus","Inf.Lat.Vent","Lateral.Ventricle","Pallidum","Putamen","Thalamus.Proper","Ventral.DC","Basal.Forebrain","ACgG.anterior.cingulate.gyrus","AIns.anterior.insula","AOrG.anterior.orbital.gyrus","AnG.angular.gyrus","Calc.calcarine.cortex","CO.central.operculum","Cun.cuneus","Ent.entorhinal.area","FO.frontal.operculum","FRP.frontal.pole","FuG.fusiform.gyrus","GRe.gyrus.rectus","IOG.inferior.occipital.gyrus","ITG.inferior.temporal.gyrus","LiG.lingual.gyrus","LOrG.lateral.orbital.gyrus","MCgG.middle.cingulate.gyrus","MFC.medial.frontal.cortex","MFG.middle.frontal.gyrus","MOG.middle.occipital.gyrus","MOrG.medial.orbital.gyrus","MPoG.postcentral.gyrus.medial.segment","MPrG.precentral.gyrus.medial.segment","MSFG.superior.frontal.gyrus.medial.segment","MTG.middle.temporal.gyrus","OCP.occipital.pole","OFuG.occipital.fusiform.gyrus","OpIFG.opercular.part.of.the.inferior.frontal.gyrus","OrIFG.orbital.part.of.the.inferior.frontal.gyrus","PCgG.posterior.cingulate.gyrus","PCu.precuneus","PHG.parahippocampal.gyrus","PIns.posterior.insula","PO.parietal.operculum","PoG.postcentral.gyrus","POrG.posterior.orbital.gyrus","PP.planum.polare","PrG.precentral.gyrus","PT.planum.temporale","SCA.subcallosal.area","SFG.superior.frontal.gyrus","SMC.supplementary.motor.cortex","SMG.supramarginal.gyrus","SOG.superior.occipital.gyrus","SPL.superior.parietal.lobule","STG.superior.temporal.gyrus","TMP.temporal.pole","TrIFG.triangular.part.of.the.inferior.frontal.gyrus","TTG.transverse.temporal.gyrus"
"1000",0.812718330176055,0.838155093986858,0.895973539638003,0.946209699786237,0.886466828516062,0.9361932722655,0.892556178306847,0.536291744788283,0.868769307014734,0.877292003729051,0.925420220886093,0.919217068052026,0.89868161074327,0.652812582918128,0.823220954606851,0.881815975057627,0.715483513510812,0.838162578976945,0.81814240073026,0.770466689556637,0.821278658273664,0.823098312637168,0.65657424918888,0.554953657313283,0.761594670218194,0.810377621306144,0.730916664748103,0.794290488252376,0.827031850458123,0.755543842823011,0.827652402621694,0.693558021492445,0.858346566143294,0.801649428042662,0.825913840917179,0.567354190271387,0.783490928364828,0.802101542507745,0.839865295064651,0.672689921706205,0.571744397264762,0.677026711332481,0.625585314595073,0.801504622746547,0.858775638701377,0.839819405996816,0.832186385662546,0.704609981553187,0.853832682777194,0.792594820066965,0.76736979779189,0.832170991675653,0.747022702889334,0.791070561748853,0.849529750020523,0.817863672257998,0.853695124140839,0.777413576619533,0.850327912852974,0.793467834965934,0.888210566037459,0.66128175754697,0.809896967288262
"1001",0.760806872704515,0.816239233550413,0.903432527080907,0.953241665027369,0.921605878018787,0.935411898008712,0.875184288244934,0.551263980770988,0.906462760256207,0.903738284616393,0.935606461770637,0.926596117936229,0.904182566738395,0.742721330956625,0.865752525926373,0.879735749814175,0.694678519134334,0.788620680773572,0.819237706763189,0.81352201213985,0.782319179881911,0.739374655681109,0.749484643602722,0.798004013559903,0.798620544678852,0.757019685333477,0.693349197131893,0.796462977987604,0.803764584884917,0.64971815420609,0.842793063873254,0.630079738779505,0.838539055884326,0.684367072977679,0.809245673761362,0.477921091325377,0.620235019636466,0.820168825910827,0.818944928750679,0.72093476504533,0.758970961478475,0.831860225003023,0.557371797859284,0.752250487113795,0.782431102482714,0.805791251129764,0.868038084167116,0.794140135834054,0.73887983882766,0.860292629448474,0.807152015534675,0.848962308952954,0.768290452295993,0.616962849880094,0.806394607674276,0.799011534935145,0.744260624720572,0.665710762512517,0.762361896846639,0.820649108793004,0.873942768997137,0.817337875801652,0.808426709111641
"1002",0.782506491582197,0.853585823675682,0.912875039451515,0.953513809497739,0.92419288874599,0.934182569460889,0.888752325564361,0.615029471630905,0.938588048415674,0.887769835346523,0.928621683958092,0.924483384325165,0.90948458840459,0.623051780268555,0.835894924962028,0.890253003533064,0.72227751725505,0.815483147718456,0.779426817844374,0.767118257475338,0.764332774817234,0.819464813440055,0.768426349518786,0.762068263156898,0.764038439246948,0.751760168726066,0.732017682849537,0.805333278716497,0.726656528962857,0.733608894747057,0.818753348024104,0.77012904066435,0.863418055578511,0.724475861244658,0.812728681951561,0.401032429719969,0.763878767269466,0.839765590403266,0.836433308649616,0.742752617258798,0.583347104933162,0.711894124482728,0.646982360052981,0.807412354368599,0.838876737801402,0.796969437804647,0.847634838658879,0.643865595177658,0.835307977159656,0.793409736421452,0.794335913532259,0.837626455263024,0.722741204856958,0.513515015140151,0.827349994526332,0.73321449792038,0.756131872050126,0.571895210878185,0.835599822072827,0.774982434321502,0.902557631517899,0.813542437268523,0.72835247899597
"1006",0.785312504424904,0.787320881581545,0.918634255769953,0.953717016495145,0.912851158523733,0.939274545763041,0.862252874880651,0.612664666276347,0.960881263673344,0.905177187153931,0.930106324458426,0.930281886340188,0.901255205656961,0.601539421676721,0.807677944970796,0.902280822944764,0.566765728193149,0.741747145453761,0.85050105391398,0.73810859059162,0.7315300952516,0.797743312266753,0.766377842573636,0.753580868788861,0.820307910769349,0.64162198829234,0.785143098114292,0.814559940259138,0.775566552903646,0.684815639920664,0.831848619656862,0.603385061074343,0.8803123788255,0.733607045901153,0.805752806934986,0.513449666353411,0.738699049999086,0.821491432285507,0.768760970628142,0.725303339800148,0.540712941517082,0.801742573693826,0.675036249787701,0.785615032470718,0.811601333658941,0.755666469011492,0.880832735523346,0.718454527156478,0.789078312501799,0.781035106020862,0.790403362721805,0.876878569554322,0.772861637478989,0.594125472502871,0.872171435210856,0.787375431430597,0.76438380259279,0.654516358049837,0.791290553718498,0.782436918993558,0.745636393073543,0.78131833538482,0.778967612264893
"1007",0.803654902161258,0.843267313247744,0.913892736414944,0.952830607966775,0.917591059697483,0.929447804862198,0.880172894133207,0.570898805782527,0.897688604671457,0.883540571044353,0.928604842514545,0.926566994569983,0.901924861712737,0.655296387889688,0.852051540226811,0.876253860849813,0.753221672732464,0.782806248360862,0.831740579245614,0.823979741778941,0.762000048220991,0.838942927576021,0.775266710738617,0.70933802396111,0.763801669118954,0.765228606914884,0.720272506701792,0.755686349279869,0.780998799030281,0.691868114504002,0.851291524693719,0.747473950689293,0.886333484498541,0.705815862793164,0.823195939339803,0.42900657757456,0.720699252050877,0.818481272719379,0.814695021624002,0.779540410799274,0.578808556280363,0.830388246116162,0.674953417625893,0.807580032176082,0.770011565443906,0.826920870352158,0.850715929198544,0.757072129208914,0.817857080927857,0.831394923645735,0.75567246153564,0.847923181717567,0.776051385340187,0.813223185276279,0.833565103330801,0.790145561524418,0.798779782722493,0.560148873009654,0.781142756057382,0.792868274091911,0.894863165645793,0.76849202547335,0.775414166241062
"1008",0.850574712643678,0.844203779087429,0.934235954829007,0.954422388498901,0.902059015979396,0.938097822473741,0.897995257144592,0.656150094082829,0.934432435341226,0.901548004643425,0.938960706679655,0.933275587652885,0.904583498563782,0.570009840077871,0.857812585525116,0.891249920369001,0.754198881693048,0.56066564221922,0.816697771265592,0.759359092008259,0.758364216030472,0.764845361941847,0.767362524672602,0.780339649451844,0.85422010433895,0.767121879865935,0.774704577338236,0.813904883987784,0.748239770176872,0.780027659107762,0.84642211115822,0.781557653249764,0.880258704776349,0.640494426190459,0.812525292701302,0.578471005255146,0.635663181082066,0.849421401890296,0.824830505782592,0.712054078804061,0.651308564921826,0.824114948700787,0.676341126824134,0.7911251630821,0.813880746535237,0.81870447519154,0.862182226648456,0.578711473989987,0.806647933000391,0.823873335737685,0.837760091856884,0.883614061718908,0.53145310689553,0.728963800594232,0.852444303113811,0.754868188092867,0.710512457203623,0.611120119527287,0.752228014082695,0.802383967883019,0.884624122234377,0.775037416095266,0.834536075621981
"1009",0.814470481885821,0.837744485271349,0.924758828034945,0.955621240044893,0.924318498011466,0.939140868692026,0.868969488024732,0.62694957646115,0.925331526993198,0.920164417989898,0.941340339887099,0.919756541056811,0.906393142482526,0.616281728416837,0.785335435193533,0.89039950194879,0.604602975179023,0.688571939262281,0.760580086032389,0.817952858455259,0.715180788836467,0.78153055703844,0.74512645652651,0.646194920155819,0.737022241077479,0.705897497253205,0.70196850951014,0.804134140893658,0.793266041163885,0.726368716799479,0.870387972174197,0.471986047525616,0.808115353161302,0.745109507105664,0.77089380513342,0.684074661646216,0.731286059756635,0.806504559894684,0.851815857434093,0.731100370789277,0.704349057153252,0.72305699703417,0.75042735042735,0.80436591662626,0.839108431994522,0.825341777486931,0.856501431179343,0.565700007669809,0.845002522251234,0.754156768451511,0.801680797493634,0.865659395616871,0.639556237478933,0.764212574595695,0.751317407069745,0.816994730015223,0.619410252821289,0.75336038279229,0.808048842620111,0.773689778996469,0.876752619810671,0.788808955288196,0.772759412442616
"1010",0.82063120612232,0.856105923833959,0.906551017695963,0.955070820031443,0.918002852969886,0.940987801948567,0.875870794967233,0.535977665402444,0.893202261960606,0.904645110274991,0.936622856006734,0.926629287064893,0.89368770157581,0.656401745651239,0.773474240870642,0.879130512633235,0.549154436036768,0.767385594250828,0.852728595233165,0.807005067743237,0.781394708260905,0.760279671915018,0.769184176532549,0.684475555143529,0.840325953995141,0.782224718184564,0.76517585560429,0.830324007162915,0.769374161415525,0.714288005458428,0.852139756221199,0.703484218021876,0.866116539789692,0.724618960479545,0.778998692447779,0.591481100174119,0.695458954188195,0.783279533247153,0.831107771964007,0.807904068509362,0.503630820399113,0.72684534754992,0.77742896452764,0.795921025066105,0.82505843122879,0.774891399624084,0.861168960932791,0.765546422513389,0.831794329234096,0.808952311111498,0.826511612784141,0.871070429963233,0.766395454483497,0.750448063868589,0.849878419662117,0.81614214526334,0.74752561352886,0.655176972520214,0.774036448652419,0.859356551314919,0.900593257977168,0.785509734111842,0.807366659407341
"1011",0.814928201532057,0.804749595841574,0.92981084788876,0.952464766206182,0.900916716862975,0.935288009024744,0.890422028863945,0.59828146374829,0.942983704343866,0.889488354414342,0.938167836971128,0.930089215346309,0.91355741939391,0.528598960951902,0.780358866341228,0.879493561845366,0.775450222694334,0.726568729037075,0.824012599924705,0.816193627804081,0.697084774962797,0.816857085917824,0.751856865865389,0.798581708802852,0.805470298398563,0.742177700445422,0.752032549514883,0.827928332645879,0.818940153399523,0.782039957846409,0.843985909206835,0.618162178353192,0.855455587469974,0.727692500629097,0.80943962772157,0.464611206142701,0.68828803859647,0.786822489261685,0.84272252351652,0.838509439260828,0.640698208800307,0.789933509843881,0.743216180559591,0.822215712043804,0.809499206702239,0.830351784275477,0.847284708053806,0.793531934754747,0.80123520333335,0.803812466608538,0.82440862746252,0.863410352459044,0.761174962868938,0.714317103960071,0.884564536517436,0.8353705376518,0.787327732306445,0.685847632862099,0.70973032137581,0.814998378964804,0.910908503606001,0.686311170180921,0.827830559991689
"1012",0.836101935123573,0.793601793651726,0.9125016022054,0.952281013412001,0.912286489751193,0.937131729342491,0.890173557810574,0.629315515237845,0.876750883244685,0.884938074310827,0.921235203875832,0.939400211784398,0.911148386706122,0.641277122032637,0.843537778279635,0.887590531497008,0.682060173798983,0.687306704674628,0.851379248411861,0.795218970499189,0.721732977437259,0.704792342724268,0.640850372111242,0.646385915596643,0.845743436351788,0.78319948358934,0.715780044451309,0.83647446680756,0.794091633966553,0.755822820084106,0.856228731452263,0.629576412122992,0.888119089453608,0.637204226367769,0.808987579008411,0.699936439093696,0.757120288101624,0.854230221140764,0.862941504098542,0.824322616791236,0.619148679964907,0.803820468231976,0.793040669620812,0.806654568750668,0.802031116786573,0.819328966267098,0.824752471911377,0.770810632958636,0.798415232248111,0.796881761283758,0.788517258605514,0.864470849669152,0.727351262007361,0.790689263700623,0.873239534985948,0.819551835132958,0.798683803885362,0.722412765438317,0.718223677464314,0.849785014245594,0.873051585437442,0.810766047500071,0.745537956883897
"1013",0.857046264152656,0.826483631432504,0.937462782372708,0.951171277390692,0.904242182733146,0.940221170597097,0.901831643151088,0.622501850481125,0.961662364421939,0.880680356340655,0.933900708785854,0.930945175601287,0.897622283084006,0.680836540556241,0.88484195266279,0.879010159938987,0.604624171177072,0.733480259618877,0.706986768819659,0.766886305320044,0.715952226809777,0.846248757118322,0.815867994899219,0.849263107112519,0.829825973562062,0.665535914073599,0.62874971788425,0.8152600636146,0.770517629497466,0.70347637215799,0.854159399781863,0.555605018559379,0.865794455120137,0.619597406130321,0.821737476778775,0.421321948927503,0.706932789528081,0.835216724538342,0.79621657767515,0.770465746685558,0.579224141915564,0.82670267494654,0.748334822722198,0.801865077050277,0.799500248896471,0.833339298466066,0.820863213459906,0.582342464463453,0.796880267289401,0.839373792307962,0.744732998340122,0.8839021420355,0.718914425987602,0.67611200571789,0.850736457170274,0.821922180748358,0.649216920764532,0.59101133509354,0.801508104116281,0.828964520411748,0.838004815906884,0.830909911571246,0.665327452217184
