"","Accumbens.Area","Amygdala","Caudate","Cerebellum.Exterior","Cerebellum.White.Matter","Cerebral.White.Matter","Hippocampus","Inf.Lat.Vent","Lateral.Ventricle","Pallidum","Putamen","Thalamus.Proper","Ventral.DC","Basal.Forebrain","ACgG.anterior.cingulate.gyrus","AIns.anterior.insula","AOrG.anterior.orbital.gyrus","AnG.angular.gyrus","Calc.calcarine.cortex","CO.central.operculum","Cun.cuneus","Ent.entorhinal.area","FO.frontal.operculum","FRP.frontal.pole","FuG.fusiform.gyrus","GRe.gyrus.rectus","IOG.inferior.occipital.gyrus","ITG.inferior.temporal.gyrus","LiG.lingual.gyrus","LOrG.lateral.orbital.gyrus","MCgG.middle.cingulate.gyrus","MFC.medial.frontal.cortex","MFG.middle.frontal.gyrus","MOG.middle.occipital.gyrus","MOrG.medial.orbital.gyrus","MPoG.postcentral.gyrus.medial.segment","MPrG.precentral.gyrus.medial.segment","MSFG.superior.frontal.gyrus.medial.segment","MTG.middle.temporal.gyrus","OCP.occipital.pole","OFuG.occipital.fusiform.gyrus","OpIFG.opercular.part.of.the.inferior.frontal.gyrus","OrIFG.orbital.part.of.the.inferior.frontal.gyrus","PCgG.posterior.cingulate.gyrus","PCu.precuneus","PHG.parahippocampal.gyrus","PIns.posterior.insula","PO.parietal.operculum","PoG.postcentral.gyrus","POrG.posterior.orbital.gyrus","PP.planum.polare","PrG.precentral.gyrus","PT.planum.temporale","SCA.subcallosal.area","SFG.superior.frontal.gyrus","SMC.supplementary.motor.cortex","SMG.supramarginal.gyrus","SOG.superior.occipital.gyrus","SPL.superior.parietal.lobule","STG.superior.temporal.gyrus","TMP.temporal.pole","TrIFG.triangular.part.of.the.inferior.frontal.gyrus","TTG.transverse.temporal.gyrus"
"1000",0.802204016330133,0.840243654166949,0.896262013576284,0.947401359077473,0.887766136421934,0.942521912116945,0.894952679163965,0.565155055225149,0.864340812341965,0.880535513438198,0.929434482136015,0.920721072755552,0.904716503046517,0.687871265005006,0.838585385058956,0.886402149644145,0.717386536488733,0.833533565867662,0.813262571910989,0.77638445911743,0.827718306051998,0.823474888837484,0.659398772237428,0.570202634389716,0.772467729401999,0.799651224595161,0.72618366438835,0.800503286669414,0.834657292145695,0.762971661702223,0.871636750564152,0.658694407317978,0.860937724271407,0.761641909395735,0.820907818569821,0.566521338677041,0.785929472280499,0.808646125866412,0.841124214473715,0.691546400172838,0.589234012592908,0.68553424000828,0.686759917580673,0.834718189110345,0.863682967016167,0.845574479730746,0.843631262826998,0.718511094185558,0.855462787717227,0.796908414836562,0.779495537274803,0.845167696483248,0.745516748629586,0.809386189078887,0.853086927900902,0.84531485375817,0.852331405263697,0.750539329936472,0.856200485543883,0.797733537164493,0.90978142703472,0.672859433390707,0.82123426378472
"1001",0.786658314015836,0.820184656246377,0.913527152778294,0.955748061800934,0.925878573181253,0.935853113474939,0.876266400997761,0.554248333361087,0.911789365404804,0.906908776340218,0.939542566259251,0.926671711761265,0.899259615306039,0.742717066362848,0.863045060641409,0.881674216717328,0.70499776851405,0.783436398916892,0.815749340090369,0.804493654784951,0.786121734824662,0.7386132052561,0.74977832563881,0.794762041885752,0.803679009554743,0.750644309093187,0.688308783108536,0.80024422172911,0.807412946054421,0.688578672655643,0.846735209571356,0.672024737014056,0.848399196601627,0.680823650791499,0.81359419797344,0.525815063707523,0.670726912480448,0.834460666789248,0.823676633322137,0.750703749591575,0.767389288930447,0.820093508212821,0.57803079439858,0.75314202374705,0.786452998129372,0.804540340554076,0.865150324220357,0.783880221407028,0.743617349954144,0.85966596184672,0.802016750459175,0.848432633974708,0.766308069188322,0.599745113988367,0.808909606899842,0.841065814660808,0.753704026381111,0.711808609508397,0.777302761802793,0.816705318073613,0.872774883130962,0.813917504412753,0.798636226997739
"1002",0.799604078499051,0.844977784712316,0.911841321314219,0.955078867975981,0.924911473881112,0.941284238111236,0.888141990773506,0.644887838539413,0.937642881737323,0.890386357985752,0.928328829956003,0.929264104158438,0.908652772687747,0.655235523552355,0.839355504518793,0.893169782020069,0.732630517440389,0.82604819007896,0.786505869122577,0.759620320819916,0.760551381201313,0.829411043223257,0.772840484785453,0.792859822441768,0.769067675668417,0.764157861542562,0.71505024339481,0.796276986058008,0.727859079470976,0.71818270242548,0.823555744872283,0.777017355676774,0.859510022710598,0.68910057294893,0.810747937154438,0.393748954595383,0.756389785074135,0.851531016897838,0.836376091256786,0.708395225786095,0.606231487439989,0.694072228318471,0.64625309377081,0.805119331728429,0.847819921913241,0.803312833779211,0.844785184889453,0.640348545572075,0.855807342334663,0.797657086366128,0.814108380851258,0.850951240252494,0.738174443800094,0.537533067679444,0.847571033723152,0.755097491218015,0.776791892595439,0.562461352021887,0.85528466422735,0.795954519996639,0.913482847433536,0.801215850207788,0.744332585243937
"1006",0.814421465389116,0.807385485890121,0.921813906899535,0.957431828314483,0.918551128325201,0.944958648110003,0.869644198562511,0.645562228895562,0.959797892526155,0.911476876026029,0.9350900920398,0.934814896779701,0.9049507343583,0.646446161327712,0.805982462422959,0.905058462970092,0.574754489663333,0.726540296381948,0.842886294118629,0.756933795417123,0.718535866401556,0.77734640266113,0.778491579558653,0.739336549036756,0.813495290014192,0.633716174934569,0.775809651312428,0.807693054995775,0.778755294998229,0.683883343909583,0.820657868606167,0.59517421785983,0.88960714901747,0.707303131593512,0.815763797861602,0.514238227465981,0.74719436659584,0.829630837770273,0.766106447000681,0.726877847595983,0.547878139581633,0.784896260010366,0.671844835016915,0.802387253597868,0.812374073028386,0.764950516968354,0.880736415557346,0.725016334046092,0.803249566087394,0.794420190822731,0.790671648289938,0.88307749355124,0.769410333224519,0.624647902807561,0.879004811999301,0.793412611608931,0.771825064930865,0.661952375072547,0.806040755764245,0.767904353643209,0.741248261612304,0.76661140007317,0.801997956842878
"1007",0.804147249755866,0.84100785339939,0.915978684751465,0.955584607742923,0.923300061306643,0.938516101180762,0.884336334215809,0.583647062813729,0.886582307248448,0.884603369278475,0.926630636126453,0.93036423873824,0.900129457443803,0.650030931023817,0.861424639421797,0.879944940621418,0.747095719671716,0.789245907178213,0.832492717819116,0.83840326921431,0.766070052361381,0.840406358450007,0.788547575577141,0.724867844293172,0.756165508618541,0.758236322028519,0.720868476543755,0.744481697592984,0.781760610883329,0.695443124284775,0.859118040427969,0.743671652314974,0.888059029168632,0.692551067308268,0.812650537969542,0.594155221174264,0.750487752531127,0.845386074317152,0.820707208463482,0.786336279818655,0.592164922010824,0.832857210410241,0.698364335199796,0.81480243359281,0.78774846609725,0.819602334896679,0.847126119900848,0.766516621651588,0.83474130490961,0.834143834227539,0.743765981704036,0.864032611748762,0.775885093927052,0.814284623032732,0.854619431747534,0.821076743351466,0.809784397570725,0.573216298334607,0.822736341428875,0.797113261814827,0.909803428669712,0.767418283516868,0.756777488336941
"1008",0.877490724615734,0.865242779150712,0.936434995939592,0.954971402050973,0.898702375295452,0.94591395313587,0.899317943903758,0.639977939739186,0.93512990973445,0.907551286425598,0.942295279612031,0.937075706160684,0.89836831253788,0.616667742620971,0.868375638866108,0.893123448450289,0.734122965509912,0.578330479347075,0.834060374339683,0.774556489619694,0.773257724920193,0.799930275953263,0.77114198468588,0.794841573368926,0.855665891023335,0.796818099439537,0.77650518201059,0.816020347462955,0.776452394940031,0.757143610927095,0.814615172565383,0.789075472236944,0.880609607316062,0.661261340651194,0.818368582825402,0.572419598955747,0.627084070340018,0.851982592875865,0.833648981463307,0.780674607559677,0.687619978979335,0.814074678049833,0.658546975771505,0.811153980041773,0.825573040881075,0.817865751403976,0.87227064399551,0.613644006043934,0.820980942000098,0.814767106271202,0.834784932237693,0.875109161300012,0.5542972355288,0.766176197492041,0.864691397322532,0.749349724560273,0.69831582250314,0.639804760487027,0.771323310145724,0.818843302467772,0.903091708009797,0.742225423611395,0.842129819963484
"1009",0.839450686641698,0.831864712530763,0.92729541828229,0.959598953859118,0.931822116444152,0.94486382637152,0.870693531092677,0.612925241653012,0.922811935339433,0.916005368187653,0.94039170219427,0.924739997300949,0.915967426617425,0.623838247060996,0.818747428521556,0.895664773609419,0.586626914653664,0.695521063098977,0.746776233979707,0.827633300431073,0.727971029255016,0.772517214658589,0.751194553685244,0.649936688838019,0.731854928286332,0.732895513504826,0.727729836792281,0.802552213685125,0.801828441169624,0.728915496478138,0.87270800726838,0.502060526573291,0.820663473980203,0.756077756995359,0.76617458616102,0.69578853046595,0.757934425807942,0.802680052896577,0.856596239015228,0.732142844697207,0.708241234834114,0.711330632156266,0.724233819173799,0.813956698378135,0.847313990210761,0.834764823512608,0.864704961973134,0.598078335472103,0.861598168006356,0.738132649735421,0.815026766661593,0.866641316596477,0.662406668428172,0.757289279348103,0.760789023779822,0.834125934955994,0.646586513587505,0.751486705427354,0.825324980849909,0.789252427316293,0.883111196086133,0.791843264761981,0.784594643019624
"1010",0.828298491089946,0.859766526354667,0.910540791541649,0.957853015432063,0.922945754485994,0.948408234461648,0.883527069140088,0.530524099883856,0.881818702617702,0.905343851078692,0.942957518549147,0.931244129107586,0.909857743648728,0.676198559670782,0.788214594209306,0.880549083665358,0.556525611878614,0.734925875024129,0.855613737768187,0.805464815030682,0.78682701025692,0.756833763360293,0.765690690386323,0.699462244404185,0.832748899600748,0.815437564441426,0.773898372065874,0.820197225182969,0.785394381260295,0.719686510840166,0.863469161979277,0.73723747702842,0.874630515518544,0.698616752051219,0.785903643013301,0.629059634632883,0.722545494774746,0.799546388302906,0.828010305394668,0.844100147521972,0.551089776055206,0.760003164140379,0.770835295866585,0.790232202463911,0.83380774672977,0.776233981823176,0.872313975053701,0.7352321678911,0.842848589856057,0.803430288879505,0.83284669273547,0.882139377764278,0.754244677920749,0.808577363341557,0.855731053783243,0.838491913731148,0.720830338189558,0.659206880999936,0.813721510423765,0.85158037462817,0.906366457342791,0.802313881690501,0.821894945495635
"1011",0.823950241736457,0.7933511929733,0.925318755184764,0.956544242524243,0.917523936924048,0.939958208179764,0.892066400498299,0.562395169406239,0.942404580765942,0.893307117613781,0.936480113557031,0.9333502562709,0.915861163108879,0.555288611059277,0.782071215604,0.881804692786634,0.784442518004801,0.73545802957652,0.815646019720615,0.831482713964307,0.663483197298661,0.8290027491961,0.767552084443213,0.81570892485231,0.817639997760711,0.756893233510924,0.734629672500278,0.820748444888694,0.826046196511637,0.790876497458131,0.859405973179061,0.615940987246375,0.86314846626451,0.698133643298897,0.820589602947793,0.457473829977437,0.696641188158199,0.792538754415491,0.835225626977273,0.827579847431389,0.675320921029944,0.788600515185858,0.76869635144351,0.839530579134748,0.80570501561548,0.83709774816476,0.852280849623954,0.802606641401355,0.79831750424604,0.801011794261667,0.824553492397422,0.868833123460352,0.751221692976673,0.743340486952727,0.884923168090429,0.84309609417035,0.793814744516749,0.668846584028126,0.721799911707726,0.81831459693838,0.916448010807318,0.711121747142314,0.810773291414699
"1012",0.842112954396776,0.787363401206219,0.89450476805463,0.955546310805757,0.924045375012064,0.942588217715787,0.888658165248369,0.613066202090592,0.866474047352408,0.886214663127304,0.926499241418119,0.938075359925191,0.909975701697431,0.678001967037225,0.858670222567771,0.890059964236895,0.690708402003898,0.660932367255147,0.851214443396032,0.793640437569802,0.73422085299644,0.720710832005623,0.65240619802095,0.663625101547995,0.849384319315813,0.791422172317203,0.673053725546505,0.832149656816998,0.80146513700386,0.757367658118829,0.874887947752765,0.666675261181156,0.891819925918541,0.582887040551456,0.811018489608951,0.713891686469786,0.770139474268217,0.86419682192383,0.868029410410599,0.821844368945556,0.623990156884103,0.812783780054614,0.791152148333761,0.821009520732215,0.810395805370591,0.816852469161432,0.833666902438623,0.778335798879505,0.807541725226312,0.793265110302083,0.804002354228808,0.868669308363326,0.741422795738746,0.829095435670978,0.877796093323765,0.815658390819485,0.797142473986321,0.740263381941672,0.744765084442078,0.852925297419946,0.898654144518806,0.80303734715569,0.766916995511301
